drug,source,field,token
BOSUTINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK2
BOSUTINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK3
BOSUTINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase VRK2
BOSUTINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase tousled-like 1
BOSUTINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase tousled-like 2
BOSUTINIB,targets,single_protein_pref_name,Sodium-dependent dopamine transporter
BOSUTINIB,targets,single_protein_pref_name,Sodium-dependent noradrenaline transporter
BOSUTINIB,targets,single_protein_pref_name,Sodium-dependent serotonin transporter
BOSUTINIB,targets,single_protein_pref_name,Substance-P receptor
BOSUTINIB,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase
BOSUTINIB,targets,single_protein_pref_name,Testis-specific serine/threonine-protein kinase 1
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ABL1
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ABL2
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase BTK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Blk
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase CSK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase FRK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fer
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fes/Fps
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fgr
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fyn
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase HCK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ITK/TSK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase JAK2
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase JAK3
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lck
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lyn
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Mer
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase SYK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Srms
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase TXK
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Tec
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Yes
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ZAP-70
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor TYRO3
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor Tie-1
BOSUTINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor UFO
BOSUTINIB,targets,single_protein_pref_name,Uncharacterized protein FLJ45252
BOSUTINIB,targets,single_protein_pref_name,Vasopressin V1a receptor
BOSUTINIB,targets,single_protein_pref_name,Vasopressin V2 receptor
BOSUTINIB,targets,single_protein_pref_name,Voltage-gated inwardly rectifying potassium channel KCNH2
BOSUTINIB,targets,single_protein_pref_name,Wee1-like protein kinase
BOSUTINIB,targets,single_protein_pref_name,Wee1-like protein kinase 2
BOSUTINIB,targets,single_protein_pref_name,eIF-2-alpha kinase GCN2
DACTOLISIB,targets,single_protein_pref_name,ALK tyrosine kinase receptor
DACTOLISIB,targets,single_protein_pref_name,Activin receptor type-1
DACTOLISIB,targets,single_protein_pref_name,Aurora kinase B
DACTOLISIB,targets,single_protein_pref_name,Bile salt export pump
DACTOLISIB,targets,single_protein_pref_name,Cyclin-dependent kinase 7
DACTOLISIB,targets,single_protein_pref_name,DNA-dependent protein kinase catalytic subunit
DACTOLISIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK4
DACTOLISIB,targets,single_protein_pref_name,Hepatocyte growth factor receptor
DACTOLISIB,targets,single_protein_pref_name,Histone deacetylase 6
DACTOLISIB,targets,single_protein_pref_name,LIM domain kinase 1
DACTOLISIB,targets,single_protein_pref_name,Leucine-rich repeat serine/threonine-protein kinase 2
DACTOLISIB,targets,single_protein_pref_name,Leukocyte tyrosine kinase receptor
DACTOLISIB,targets,single_protein_pref_name,Macrophage colony-stimulating factor 1 receptor
DACTOLISIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2
DACTOLISIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5
DACTOLISIB,targets,single_protein_pref_name,Phosphatidylinositol 3-kinase catalytic subunit type 3
DACTOLISIB,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
DACTOLISIB,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
DACTOLISIB,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
DACTOLISIB,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
DACTOLISIB,targets,single_protein_pref_name,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha
DACTOLISIB,targets,single_protein_pref_name,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
DACTOLISIB,targets,single_protein_pref_name,Serine-protein kinase ATM
DACTOLISIB,targets,single_protein_pref_name,Serine/threonine-protein kinase ATR
DACTOLISIB,targets,single_protein_pref_name,Serine/threonine-protein kinase Chk1
DACTOLISIB,targets,single_protein_pref_name,Serine/threonine-protein kinase Nek2
DACTOLISIB,targets,single_protein_pref_name,Serine/threonine-protein kinase mTOR
DACTOLISIB,targets,single_protein_pref_name,Tyrosine-protein kinase JAK3
DOCETAXEL,targets,single_protein_pref_name,Cytochrome P450 3A4
DOCETAXEL,targets,single_protein_pref_name,Epidermal growth factor receptor
DOCETAXEL,targets,single_protein_pref_name,Growth hormone-releasing hormone receptor
DOCETAXEL,targets,single_protein_pref_name,Substance-K receptor
DORAMAPIMOD,targets,single_protein_pref_name,ATP-dependent translocase ABCB1
DORAMAPIMOD,targets,single_protein_pref_name,Activin receptor type-1B
DORAMAPIMOD,targets,single_protein_pref_name,Angiopoietin-1 receptor
DORAMAPIMOD,targets,single_protein_pref_name,Ankyrin repeat and protein kinase domain-containing protein 1
DORAMAPIMOD,targets,single_protein_pref_name,BDNF/NT-3 growth factors receptor
DORAMAPIMOD,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit beta
DORAMAPIMOD,targets,single_protein_pref_name,Citron Rho-interacting kinase
DORAMAPIMOD,targets,single_protein_pref_name,Cyclin-dependent kinase 13
DORAMAPIMOD,targets,single_protein_pref_name,Cyclin-dependent kinase 19
DORAMAPIMOD,targets,single_protein_pref_name,Cyclin-dependent kinase 5
DORAMAPIMOD,targets,single_protein_pref_name,Cyclin-dependent kinase 7
DORAMAPIMOD,targets,single_protein_pref_name,Cyclin-dependent kinase 8
DORAMAPIMOD,targets,single_protein_pref_name,Discoidin domain-containing receptor 2
DORAMAPIMOD,targets,single_protein_pref_name,Dual specificity protein kinase TTK
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 1
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 2
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 3
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 4
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 5
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 6
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 7
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-A receptor 8
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-B receptor 1
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-B receptor 2
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-B receptor 3
DORAMAPIMOD,targets,single_protein_pref_name,Ephrin type-B receptor 4
DORAMAPIMOD,targets,single_protein_pref_name,Epidermal growth factor receptor
DORAMAPIMOD,targets,single_protein_pref_name,Epithelial discoidin domain-containing receptor 1
DORAMAPIMOD,targets,single_protein_pref_name,Fibroblast growth factor receptor 1
DORAMAPIMOD,targets,single_protein_pref_name,Fibroblast growth factor receptor 2
DORAMAPIMOD,targets,single_protein_pref_name,Fibroblast growth factor receptor 4
DORAMAPIMOD,targets,single_protein_pref_name,Focal adhesion kinase 1
DORAMAPIMOD,targets,single_protein_pref_name,Glycogen synthase kinase-3 beta
DORAMAPIMOD,targets,single_protein_pref_name,Heat shock protein beta-1
DORAMAPIMOD,targets,single_protein_pref_name,High affinity nerve growth factor receptor
DORAMAPIMOD,targets,single_protein_pref_name,Leukocyte tyrosine kinase receptor
DORAMAPIMOD,targets,single_protein_pref_name,MAP kinase-interacting serine/threonine-protein kinase 1
DORAMAPIMOD,targets,single_protein_pref_name,MAP kinase-interacting serine/threonine-protein kinase 2
DORAMAPIMOD,targets,single_protein_pref_name,Macrophage colony-stimulating factor 1 receptor
DORAMAPIMOD,targets,single_protein_pref_name,Mast/stem cell growth factor receptor Kit
DORAMAPIMOD,targets,single_protein_pref_name,Misshapen-like kinase 1
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 1
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 10
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 11
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 12
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 13
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 14
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 15
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 8
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase 9
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 20
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 7
DORAMAPIMOD,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 4
DORAMAPIMOD,targets,single_protein_pref_name,"Muscle, skeletal receptor tyrosine-protein kinase"
DORAMAPIMOD,targets,single_protein_pref_name,NT-3 growth factor receptor
DORAMAPIMOD,targets,single_protein_pref_name,Platelet-derived growth factor receptor alpha
DORAMAPIMOD,targets,single_protein_pref_name,Platelet-derived growth factor receptor beta
DORAMAPIMOD,targets,single_protein_pref_name,Protein kinase C beta type
DORAMAPIMOD,targets,single_protein_pref_name,Protein kinase C delta type
DORAMAPIMOD,targets,single_protein_pref_name,Protein-tyrosine kinase 2-beta
DORAMAPIMOD,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase Src
DORAMAPIMOD,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret
DORAMAPIMOD,targets,single_protein_pref_name,RAF proto-oncogene serine/threonine-protein kinase
DORAMAPIMOD,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 2
DORAMAPIMOD,targets,single_protein_pref_name,Receptor-type tyrosine-protein kinase FLT3
DORAMAPIMOD,targets,single_protein_pref_name,STE20-like serine/threonine-protein kinase
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase 10
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase B-raf
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase Chk2
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase D2
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase MARK2
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase MRCK alpha
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase MRCK beta
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase MRCK gamma
DORAMAPIMOD,targets,single_protein_pref_name,Serine/threonine-protein kinase NLK
DORAMAPIMOD,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase
DORAMAPIMOD,targets,single_protein_pref_name,Tumor necrosis factor
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase ABL1
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase ABL2
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Blk
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase FRK
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Fer
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Fgr
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Fyn
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase HCK
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Lck
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Lyn
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Mer
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase Yes
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase receptor TYRO3
DORAMAPIMOD,targets,single_protein_pref_name,Tyrosine-protein kinase receptor Tie-1
DORAMAPIMOD,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 1
DORAMAPIMOD,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 2
DORAMAPIMOD,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 3
EHT-1864,targets,single_protein_pref_name,Ras-related C3 botulinum toxin substrate 1
FULVESTRANT,targets,single_protein_pref_name,Bifunctional epoxide hydrolase 2
FULVESTRANT,targets,single_protein_pref_name,Bile acid receptor
FULVESTRANT,targets,single_protein_pref_name,Estrogen receptor
FULVESTRANT,targets,single_protein_pref_name,Estrogen receptor beta
FULVESTRANT,targets,single_protein_pref_name,Glucocorticoid receptor
FULVESTRANT,targets,single_protein_pref_name,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
FULVESTRANT,targets,single_protein_pref_name,Nuclear receptor subfamily 1 group I member 2
FULVESTRANT,targets,single_protein_pref_name,Peroxisome proliferator-activated receptor gamma
FULVESTRANT,targets,single_protein_pref_name,Progesterone receptor
FULVESTRANT,targets,single_protein_pref_name,Steroid hormone receptor ERR1
GEFITINIB,targets,single_protein_pref_name,ATP-binding cassette sub-family C member 4
GEFITINIB,targets,single_protein_pref_name,ATP-dependent translocase ABCB1
GEFITINIB,targets,single_protein_pref_name,Activated CDC42 kinase 1
GEFITINIB,targets,single_protein_pref_name,Acyl-CoA dehydrogenase family member 10
GEFITINIB,targets,single_protein_pref_name,Adenosine receptor A3
GEFITINIB,targets,single_protein_pref_name,Beta-secretase 1
GEFITINIB,targets,single_protein_pref_name,Bile salt export pump
GEFITINIB,targets,single_protein_pref_name,Broad substrate specificity ATP-binding cassette transporter ABCG2
GEFITINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit delta
GEFITINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit gamma
GEFITINIB,targets,single_protein_pref_name,Casein kinase I isoform delta
GEFITINIB,targets,single_protein_pref_name,Casein kinase I isoform epsilon
GEFITINIB,targets,single_protein_pref_name,Citron Rho-interacting kinase
GEFITINIB,targets,single_protein_pref_name,Cyclin-G-associated kinase
GEFITINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 7
GEFITINIB,targets,single_protein_pref_name,Death-associated protein kinase 3
GEFITINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5
GEFITINIB,targets,single_protein_pref_name,Ephrin type-A receptor 1
GEFITINIB,targets,single_protein_pref_name,Ephrin type-A receptor 3
GEFITINIB,targets,single_protein_pref_name,Ephrin type-A receptor 5
GEFITINIB,targets,single_protein_pref_name,Ephrin type-A receptor 6
GEFITINIB,targets,single_protein_pref_name,Ephrin type-A receptor 8
GEFITINIB,targets,single_protein_pref_name,Ephrin type-B receptor 1
GEFITINIB,targets,single_protein_pref_name,Ephrin type-B receptor 4
GEFITINIB,targets,single_protein_pref_name,Ephrin type-B receptor 6
GEFITINIB,targets,single_protein_pref_name,Epidermal growth factor receptor
GEFITINIB,targets,single_protein_pref_name,"Ferrochelatase, mitochondrial"
GEFITINIB,targets,single_protein_pref_name,Hepatocyte growth factor receptor
GEFITINIB,targets,single_protein_pref_name,Histamine H3 receptor
GEFITINIB,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 4
GEFITINIB,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 1
GEFITINIB,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 3
GEFITINIB,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 4
GEFITINIB,targets,single_protein_pref_name,LIM domain kinase 1
GEFITINIB,targets,single_protein_pref_name,Leukocyte tyrosine kinase receptor
GEFITINIB,targets,single_protein_pref_name,MAP kinase-interacting serine/threonine-protein kinase 1
GEFITINIB,targets,single_protein_pref_name,MAP kinase-interacting serine/threonine-protein kinase 2
GEFITINIB,targets,single_protein_pref_name,Mast/stem cell growth factor receptor Kit
GEFITINIB,targets,single_protein_pref_name,Melanocortin receptor 3
GEFITINIB,targets,single_protein_pref_name,Misshapen-like kinase 1
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 10
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 14
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 4
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 6
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 9
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 19
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 2
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 3
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 4
GEFITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5
GEFITINIB,targets,single_protein_pref_name,"Myosin light chain kinase 2, skeletal/cardiac muscle"
GEFITINIB,targets,single_protein_pref_name,Myotonin-protein kinase
GEFITINIB,targets,single_protein_pref_name,NUAK family SNF1-like kinase 2
GEFITINIB,targets,single_protein_pref_name,Nuclear receptor subfamily 1 group I member 2
GEFITINIB,targets,single_protein_pref_name,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
GEFITINIB,targets,single_protein_pref_name,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform"
GEFITINIB,targets,single_protein_pref_name,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
GEFITINIB,targets,single_protein_pref_name,Protein-tyrosine kinase 6
GEFITINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase Src
GEFITINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret
GEFITINIB,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-2
GEFITINIB,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-3
GEFITINIB,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-4
GEFITINIB,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 2
GEFITINIB,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 3
GEFITINIB,targets,single_protein_pref_name,Receptor-type tyrosine-protein kinase FLT3
GEFITINIB,targets,single_protein_pref_name,Ribosomal protein S6 kinase alpha-4
GEFITINIB,targets,single_protein_pref_name,STE20-like serine/threonine-protein kinase
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 10
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 17A
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 17B
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 36
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase B-raf
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase BRSK1
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase Chk2
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase D1
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase D2
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase D3
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase DCLK3
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase NLK
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase SBK1
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase SIK2
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase pim-1
GEFITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase pim-3
GEFITINIB,targets,single_protein_pref_name,Sodium-dependent dopamine transporter
GEFITINIB,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase
GEFITINIB,targets,single_protein_pref_name,Transcription factor p65
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ABL1
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ABL2
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Blk
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase FRK
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fgr
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase HCK
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lck
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lyn
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase TXK
GEFITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor UFO
GEFITINIB,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 2
GEFITINIB,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 3
GEFITINIB,targets,single_protein_pref_name,Voltage-gated inwardly rectifying potassium channel KCNH2
GEMCITABINE,targets,single_protein_pref_name,"3',5'-cyclic-AMP phosphodiesterase 4D"
GEMCITABINE,targets,single_protein_pref_name,Equilibrative nucleoside transporter 1
GEMCITABINE,targets,single_protein_pref_name,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A"
GW441756,targets,single_protein_pref_name,Histone deacetylase 6
JQ1,targets,single_protein_pref_name,Bromodomain testis-specific protein
JQ1,targets,single_protein_pref_name,Bromodomain-containing protein 2
JQ1,targets,single_protein_pref_name,Bromodomain-containing protein 3
JQ1,targets,single_protein_pref_name,Bromodomain-containing protein 4
JQ1,targets,single_protein_pref_name,CREB-binding protein
KU-55933,targets,single_protein_pref_name,DNA-dependent protein kinase catalytic subunit
KU-55933,targets,single_protein_pref_name,Histone deacetylase 6
KU-55933,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
KU-55933,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
KU-55933,targets,single_protein_pref_name,Serine-protein kinase ATM
KU-55933,targets,single_protein_pref_name,Serine/threonine-protein kinase mTOR
LENALIDOMIDE,targets,single_protein_pref_name,Bromodomain-containing protein 4
LENALIDOMIDE,targets,single_protein_pref_name,Interleukin-1 beta
LENALIDOMIDE,targets,single_protein_pref_name,Protein cereblon
LENALIDOMIDE,targets,single_protein_pref_name,Tumor necrosis factor
LENALIDOMIDE,targets,single_protein_pref_name,Zinc finger protein Aiolos
LESTAURTINIB,targets,single_protein_pref_name,3-phosphoinositide-dependent protein kinase 1
LESTAURTINIB,targets,single_protein_pref_name,5'-AMP-activated protein kinase catalytic subunit alpha-1
LESTAURTINIB,targets,single_protein_pref_name,5'-AMP-activated protein kinase catalytic subunit alpha-2
LESTAURTINIB,targets,single_protein_pref_name,5'-AMP-activated protein kinase subunit gamma-1
LESTAURTINIB,targets,single_protein_pref_name,5'-AMP-activated protein kinase subunit gamma-2
LESTAURTINIB,targets,single_protein_pref_name,ALK tyrosine kinase receptor
LESTAURTINIB,targets,single_protein_pref_name,AP2-associated protein kinase 1
LESTAURTINIB,targets,single_protein_pref_name,Activated CDC42 kinase 1
LESTAURTINIB,targets,single_protein_pref_name,Activin receptor type-1
LESTAURTINIB,targets,single_protein_pref_name,Activin receptor type-1-like
LESTAURTINIB,targets,single_protein_pref_name,Activin receptor type-1B
LESTAURTINIB,targets,single_protein_pref_name,Activin receptor type-2A
LESTAURTINIB,targets,single_protein_pref_name,Activin receptor type-2B
LESTAURTINIB,targets,single_protein_pref_name,Angiopoietin-1 receptor
LESTAURTINIB,targets,single_protein_pref_name,Ankyrin repeat and protein kinase domain-containing protein 1
LESTAURTINIB,targets,single_protein_pref_name,Aurora kinase A
LESTAURTINIB,targets,single_protein_pref_name,Aurora kinase B
LESTAURTINIB,targets,single_protein_pref_name,Aurora kinase C
LESTAURTINIB,targets,single_protein_pref_name,BDNF/NT-3 growth factors receptor
LESTAURTINIB,targets,single_protein_pref_name,BMP-2-inducible protein kinase
LESTAURTINIB,targets,single_protein_pref_name,Bone morphogenetic protein receptor type-1A
LESTAURTINIB,targets,single_protein_pref_name,Bone morphogenetic protein receptor type-1B
LESTAURTINIB,targets,single_protein_pref_name,Bone morphogenetic protein receptor type-2
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase kinase 1
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase kinase 2
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type 1
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type 1D
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type 1G
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit alpha
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit beta
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit delta
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit gamma
LESTAURTINIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type IV
LESTAURTINIB,targets,single_protein_pref_name,Casein kinase I isoform alpha-like
LESTAURTINIB,targets,single_protein_pref_name,Casein kinase II subunit alpha
LESTAURTINIB,targets,single_protein_pref_name,Casein kinase II subunit alpha'
LESTAURTINIB,targets,single_protein_pref_name,Citron Rho-interacting kinase
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-G-associated kinase
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 13
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 14
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 15
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 16
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 17
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 2
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 3
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 4
LESTAURTINIB,targets,single_protein_pref_name,Cyclin-dependent kinase 5
