drug,source,field,token,theme
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
XL-647,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
XL-647,drug_sample,PUTATIVE_TARGET,EPHB4,EPH_RECEPTOR_SIGNALING
XL-647,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
XL-647,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
LY2603618,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
HEXAMETHYLENEBISACETAMIDE,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
ARRY-334543,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
SEMAXANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
SEMAXANIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
SEMAXANIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA1,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA10,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA2,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA3,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA4,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA5,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA6,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA7,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA8,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB1,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB2,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB3,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB4,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB6,EPH_RECEPTOR_SIGNALING
VANDETANIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,ERBB3,ERBB_EGFR_FAMILY_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VANDETANIB,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
TOCERANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TOCERANIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
LY2801653,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
OBATOCLAX,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
ICOTINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
INC-280,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
LENVATINIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
GAMBOGIC-ACID,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
DACOMITINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
DACOMITINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
DACOMITINIB,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
TUCATINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
ROCILETINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
POZIOTINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
POZIOTINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
POZIOTINIB,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
EGF816,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
METHYLPHENIDATE,drug_sample,PUTATIVE_TARGET,SLC6A2,ION_CHANNEL_TRANSPORTER
METHYLPHENIDATE,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
METHYLPHENIDATE,drug_sample,PUTATIVE_TARGET,SLC6A4,ION_CHANNEL_TRANSPORTER
AZD3463,drug_sample,PUTATIVE_TARGET,ALK,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
ASTEMIZOLE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
QUINIDINE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
QUINIDINE,drug_sample,PUTATIVE_TARGET,SLC29A4,ION_CHANNEL_TRANSPORTER
TW-37,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
TW-37,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
PP242,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
REGORAFENIB,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
REGORAFENIB,drug_sample,PUTATIVE_TARGET,EPHA2,EPH_RECEPTOR_SIGNALING
REGORAFENIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
REGORAFENIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
REGORAFENIB,drug_sample,PUTATIVE_TARGET,FRK,SRC_LCK_NONRECEPTOR_TK
REGORAFENIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
REGORAFENIB,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
REGORAFENIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CIMETIDINE,drug_sample,PUTATIVE_TARGET,SLC29A4,ION_CHANNEL_TRANSPORTER
CIMETIDINE,drug_sample,PUTATIVE_TARGET,SLC47A1,ION_CHANNEL_TRANSPORTER
CIMETIDINE,drug_sample,PUTATIVE_TARGET,SLC47A2,ION_CHANNEL_TRANSPORTER
SERTINDOLE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
FLUDARABINE-PHOSPHATE,drug_sample,PUTATIVE_TARGET,POLE,DNA_REPLICATION_GENOME_INTEGRITY
CLOFARABINE,drug_sample,PUTATIVE_TARGET,POLE,DNA_REPLICATION_GENOME_INTEGRITY
SB-743921,drug_sample,PUTATIVE_TARGET,KIF11,CELL_CYCLE_MITOSIS_KINASE
GDC-0068,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
GDC-0068,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
GDC-0068,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
R406,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
R406,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
APATINIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
APATINIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
PALOMID-529,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
RO-4987655,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
DANUSERTIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
GDC-0941,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
GDC-0941,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
GDC-0941,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
GDC-0941,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
PACRITINIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
ORANTINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
CEP-37440,drug_sample,PUTATIVE_TARGET,ALK,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
ANGUIDINE,drug_sample,PUTATIVE_TARGET,SLC5A1,ION_CHANNEL_TRANSPORTER
GOSSYPOL,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
TAZEMETOSTAT,drug_sample,PUTATIVE_TARGET,EZH2,CHROMATIN_EPIGENETIC
NISOXETINE,drug_sample,PUTATIVE_TARGET,SLC6A2,ION_CHANNEL_TRANSPORTER
NISOXETINE,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
NISOXETINE,drug_sample,PUTATIVE_TARGET,SLC6A4,ION_CHANNEL_TRANSPORTER
BIBX-1382,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
BIBX-1382,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
QUINETHAZONE,drug_sample,PUTATIVE_TARGET,SLC12A1,ION_CHANNEL_TRANSPORTER
QUINETHAZONE,drug_sample,PUTATIVE_TARGET,SLC12A2,ION_CHANNEL_TRANSPORTER
QUINETHAZONE,drug_sample,PUTATIVE_TARGET,SLC12A3,ION_CHANNEL_TRANSPORTER
PHENELZINE,drug_sample,PUTATIVE_TARGET,SLC6A2,ION_CHANNEL_TRANSPORTER
PHENELZINE,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
PHENELZINE,drug_sample,PUTATIVE_TARGET,SLC6A4,ION_CHANNEL_TRANSPORTER
RILUZOLE,drug_sample,PUTATIVE_TARGET,SLC7A11,ION_CHANNEL_TRANSPORTER
FENOPROFEN,drug_sample,PUTATIVE_TARGET,SLC5A8,ION_CHANNEL_TRANSPORTER
NAFCILLIN,drug_sample,PUTATIVE_TARGET,SLC22A6,ION_CHANNEL_TRANSPORTER
AMSACRINE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
CREATINE,drug_sample,PUTATIVE_TARGET,SLC6A8,ION_CHANNEL_TRANSPORTER
TERFENADINE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
SULFASALAZINE,drug_sample,PUTATIVE_TARGET,SLC46A1,ION_CHANNEL_TRANSPORTER
SULFASALAZINE,drug_sample,PUTATIVE_TARGET,SLC7A11,ION_CHANNEL_TRANSPORTER
STREPTOZOTOCIN,drug_sample,PUTATIVE_TARGET,SLC2A2,ION_CHANNEL_TRANSPORTER
BUMETANIDE,drug_sample,PUTATIVE_TARGET,SLC12A1,ION_CHANNEL_TRANSPORTER
BUMETANIDE,drug_sample,PUTATIVE_TARGET,SLC12A2,ION_CHANNEL_TRANSPORTER
BUMETANIDE,drug_sample,PUTATIVE_TARGET,SLC12A4,ION_CHANNEL_TRANSPORTER
BUMETANIDE,drug_sample,PUTATIVE_TARGET,SLC12A5,ION_CHANNEL_TRANSPORTER
TIAGABINE,drug_sample,PUTATIVE_TARGET,SLC6A1,ION_CHANNEL_TRANSPORTER
BTS-54505,drug_sample,PUTATIVE_TARGET,SLC6A2,ION_CHANNEL_TRANSPORTER
BTS-54505,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
BTS-54505,drug_sample,PUTATIVE_TARGET,SLC6A4,ION_CHANNEL_TRANSPORTER
ISOMETHEPTENE-MUCATE,drug_sample,PUTATIVE_TARGET,SLC18A2,ION_CHANNEL_TRANSPORTER
CLADRIBINE,drug_sample,PUTATIVE_TARGET,POLE,DNA_REPLICATION_GENOME_INTEGRITY
PD-98059,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
PD-98059,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
PD-98059,drug_sample,PUTATIVE_TARGET,LCK,SRC_LCK_NONRECEPTOR_TK
PD-98059,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
PD-98059,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
PD-98059,drug_sample,PUTATIVE_TARGET,MAPK12,JNK_P38_STRESS_MAPK
PD-98059,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
PD-98059,drug_sample,PUTATIVE_TARGET,MAPK8,JNK_P38_STRESS_MAPK
SB-242235,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
NMS-1286937,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MUBRITINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
MUBRITINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
BMS-599626,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
BMS-599626,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
BMS-599626,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
AP26113,drug_sample,PUTATIVE_TARGET,ALK,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AP26113,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
ENMD-2076,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
ENMD-2076,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
SGI-1776,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
PF-04691502,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
PF-04691502,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
KX2-391,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
PF-477736,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
PF-477736,drug_sample,PUTATIVE_TARGET,CHEK2,PARP_DNA_REPAIR_CHECKPOINT
TANDUTINIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TANDUTINIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
GSK2110183,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
GSK2110183,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
GSK2110183,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
PF-04217903,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
LGX818,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
VATALANIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
VATALANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VATALANIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TAK-733,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
CRENOLANIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CRENOLANIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
BITOPERTIN,drug_sample,PUTATIVE_TARGET,SLC6A5,ION_CHANNEL_TRANSPORTER
BITOPERTIN,drug_sample,PUTATIVE_TARGET,SLC6A9,ION_CHANNEL_TRANSPORTER
CARVEDILOL,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
IBUTILIDE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
DRONEDARONE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
TORASEMIDE,drug_sample,PUTATIVE_TARGET,SLC12A1,ION_CHANNEL_TRANSPORTER
KETOPROFEN,drug_sample,PUTATIVE_TARGET,SLC5A8,ION_CHANNEL_TRANSPORTER
MAPROTILINE,drug_sample,PUTATIVE_TARGET,SLC6A2,ION_CHANNEL_TRANSPORTER
BENDROFLUMETHIAZIDE,drug_sample,PUTATIVE_TARGET,SLC12A1,ION_CHANNEL_TRANSPORTER
BENDROFLUMETHIAZIDE,drug_sample,PUTATIVE_TARGET,SLC12A3,ION_CHANNEL_TRANSPORTER
TRICIRIBINE,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
TRICIRIBINE,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
TRICIRIBINE,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
RIFAMPIN,drug_sample,PUTATIVE_TARGET,SLCO1A2,ION_CHANNEL_TRANSPORTER
RIFAMPIN,drug_sample,PUTATIVE_TARGET,SLCO1B1,ION_CHANNEL_TRANSPORTER
RIFAMPIN,drug_sample,PUTATIVE_TARGET,SLCO1B3,ION_CHANNEL_TRANSPORTER
PIRETANIDE,drug_sample,PUTATIVE_TARGET,SLC12A1,ION_CHANNEL_TRANSPORTER
PIRETANIDE,drug_sample,PUTATIVE_TARGET,SLC12A2,ION_CHANNEL_TRANSPORTER
NOREPINEPHRINE,drug_sample,PUTATIVE_TARGET,SLC18A1,ION_CHANNEL_TRANSPORTER
NOREPINEPHRINE,drug_sample,PUTATIVE_TARGET,SLC18A2,ION_CHANNEL_TRANSPORTER
SIROLIMUS,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
LIDOCAINE,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
3-DEAZANEPLANOCIN-A,drug_sample,PUTATIVE_TARGET,EZH2,CHROMATIN_EPIGENETIC
HALOFANTRINE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
CHLOROGENIC-ACID,drug_sample,PUTATIVE_TARGET,SLC37A4,ION_CHANNEL_TRANSPORTER
PRAZOSIN,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
AEE788,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AEE788,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
AEE788,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
GDC-0349,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
PRT062070,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
TG-101348,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
NINTEDANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
NINTEDANIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
NOBILETIN,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
CUDC-907,drug_sample,PUTATIVE_TARGET,PIK3R1,PI3K_AKT_MTOR
PD-0325901,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
CP-673451,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
PD-318088,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
I-BET151,drug_sample,PUTATIVE_TARGET,BRD2,CHROMATIN_EPIGENETIC
I-BET151,drug_sample,PUTATIVE_TARGET,BRD3,CHROMATIN_EPIGENETIC
I-BET151,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
ER-27319,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
AMG458,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
PHLORIZIN,drug_sample,PUTATIVE_TARGET,SLC5A1,ION_CHANNEL_TRANSPORTER
PHLORIZIN,drug_sample,PUTATIVE_TARGET,SLC5A11,ION_CHANNEL_TRANSPORTER
PHLORIZIN,drug_sample,PUTATIVE_TARGET,SLC5A2,ION_CHANNEL_TRANSPORTER
PHLORIZIN,drug_sample,PUTATIVE_TARGET,SLC5A3,ION_CHANNEL_TRANSPORTER
TETRANDRINE,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
THIAMINE,drug_sample,PUTATIVE_TARGET,SLC19A2,ION_CHANNEL_TRANSPORTER
THIAMINE,drug_sample,PUTATIVE_TARGET,SLC19A3,ION_CHANNEL_TRANSPORTER
AMOXICILLIN,drug_sample,PUTATIVE_TARGET,SLC15A1,ION_CHANNEL_TRANSPORTER
AMOXICILLIN,drug_sample,PUTATIVE_TARGET,SLC15A2,ION_CHANNEL_TRANSPORTER
AMOXICILLIN,drug_sample,PUTATIVE_TARGET,SLC22A6,ION_CHANNEL_TRANSPORTER
ORIDONIN,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,SLC6A4,ION_CHANNEL_TRANSPORTER
DOFETILIDE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
SKEPINONE-L,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
LY303511,drug_sample,PUTATIVE_TARGET,BRD2,CHROMATIN_EPIGENETIC
LY303511,drug_sample,PUTATIVE_TARGET,BRD3,CHROMATIN_EPIGENETIC
LY303511,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
JIB04,drug_sample,PUTATIVE_TARGET,KDM4E,CHROMATIN_EPIGENETIC
WZ-4002,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
WZ-4002,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
AZ-628,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
SU3327,drug_sample,PUTATIVE_TARGET,MAPK8,JNK_P38_STRESS_MAPK
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,LCK,SRC_LCK_NONRECEPTOR_TK
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK12,JNK_P38_STRESS_MAPK
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK8,JNK_P38_STRESS_MAPK
TG-100572,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
BIBU-1361,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
ARCTIGENIN,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
KU-0063794,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
WYE-354,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
PD-168393,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
PD-168393,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
PD-168393,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
TG-02,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VE-821,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
U-0126,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
U-0126,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
U-0126,drug_sample,PUTATIVE_TARGET,LCK,SRC_LCK_NONRECEPTOR_TK
U-0126,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
U-0126,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
U-0126,drug_sample,PUTATIVE_TARGET,MAP2K7,MAP2K_MEK_ERK_RAF_CASCADE
U-0126,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
U-0126,drug_sample,PUTATIVE_TARGET,MAPK12,JNK_P38_STRESS_MAPK
U-0126,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
U-0126,drug_sample,PUTATIVE_TARGET,MAPK8,JNK_P38_STRESS_MAPK
ZM-306416,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
ZM-306416,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
ZM-306416,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
FERB-033,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
