feature,raw_token,n_improve_with_token,n_worsen_with_token,n_drugs_supporting_token,support_rate_total,support_rate_improve,support_rate_worsen,odds_ratio,log2_odds_ratio,effect_direction,pvalue,fdr_bh,minus_log10_p,lodo_runs_evaluable,lodo_median_log2_odds_ratio,lodo_min_log2_odds_ratio,lodo_max_log2_odds_ratio,lodo_majority_direction,lodo_sign_consistency,lodo_p_lt_0_05_rate,thresholds_evaluable,threshold_median_log2_odds_ratio,threshold_sign_consistency,threshold_p_lt_0_05_rate,threshold_fdr_lt_0_10_rate,threshold_majority_direction,consensus_score
rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,DUAL SPECIFICITY PROTEIN KINASE CLK4,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.2080600986482774,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.2080600986482774,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_MISSHAPEN_LIKE_KINASE_1,MISSHAPEN-LIKE KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,-0.06602119261082481,0.5,0.0,0.0,enriched_in_worsen,3.013888888888889
rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,SERINE/THREONINE-PROTEIN KINASE 16,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,-0.06602119261082481,0.5,0.0,0.0,enriched_in_worsen,3.013888888888889
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,SERINE/THREONINE-PROTEIN KINASE MTOR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.2080600986482774,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_FGR,TYROSINE-PROTEIN KINASE FGR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.2080600986482774,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_JAK3,TYROSINE-PROTEIN KINASE JAK3,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR,5,4,9,0.25,0.25,0.25,1.0,-0.020833503417165656,enriched_in_worsen,1.0,1.0,-0.0,36,0.07538181184213748,-0.3103401206121506,0.3417365759675426,enriched_in_improve,0.5277777777777778,0.0,3,-0.020833503417165656,0.6666666666666666,0.0,0.0,enriched_in_worsen,2.763888888888889
