feature,raw_token,assigned_theme,theme_mapping_status
rawtok_ITK,ITK,UNMAPPED,unmapped
rawtok_JMJ_HISTONE_DEMETHYLASE,JMJ HISTONE DEMETHYLASE,CHROMATIN_EPIGENETIC,mapped
rawtok_JNK3,JNK3,UNMAPPED,unmapped
rawtok_JUN,JUN,UNMAPPED,unmapped
rawtok_KCNA1,KCNA1,UNMAPPED,unmapped
rawtok_KCNA5,KCNA5,UNMAPPED,unmapped
rawtok_KCNH6,KCNH6,UNMAPPED,unmapped
rawtok_KCNH7,KCNH7,UNMAPPED,unmapped
rawtok_KCNJ4,KCNJ4,UNMAPPED,unmapped
rawtok_KCNK1,KCNK1,UNMAPPED,unmapped
rawtok_KCNK10,KCNK10,UNMAPPED,unmapped
rawtok_KCNK3,KCNK3,UNMAPPED,unmapped
rawtok_KCNK6,KCNK6,UNMAPPED,unmapped
rawtok_KCNK9,KCNK9,UNMAPPED,unmapped
rawtok_KCNMA1,KCNMA1,UNMAPPED,unmapped
rawtok_KCNN3,KCNN3,UNMAPPED,unmapped
rawtok_KCTD12,KCTD12,UNMAPPED,unmapped
rawtok_KCTD16,KCTD16,UNMAPPED,unmapped
rawtok_KCTD8,KCTD8,UNMAPPED,unmapped
rawtok_KDM4E,KDM4E,CHROMATIN_EPIGENETIC,mapped
rawtok_KDM6B,KDM6B,CHROMATIN_EPIGENETIC,mapped
rawtok_LPAR1,LPAR1,UNMAPPED,unmapped
rawtok_LPL,LPL,UNMAPPED,unmapped
rawtok_M4K2,M4K2,UNMAPPED,unmapped
rawtok_MAP_KINASE_ACTIVATED_PROTEIN_KINASE_2,MAP KINASE-ACTIVATED PROTEIN KINASE 2,UNMAPPED,unmapped
rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_4,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 4,UNMAPPED,unmapped
rawtok_MAP1A,MAP1A,UNMAPPED,unmapped
rawtok_MAP3K2,MAP3K2,UNMAPPED,unmapped
rawtok_MAP3K9,MAP3K9,UNMAPPED,unmapped
rawtok_MAP4,MAP4,UNMAPPED,unmapped
rawtok_MAPT,MAPT,UNMAPPED,unmapped
rawtok_MEGAKARYOCYTE_ASSOCIATED_TYROSINE_PROTEIN_KINASE,MEGAKARYOCYTE-ASSOCIATED TYROSINE-PROTEIN KINASE,UNMAPPED,unmapped
rawtok_MELANOCORTIN_RECEPTOR_4,MELANOCORTIN RECEPTOR 4,UNMAPPED,unmapped
rawtok_MERTK,MERTK,UNMAPPED,unmapped
rawtok_METAP2,METAP2,UNMAPPED,unmapped
rawtok_MICROTUBULE_DESTABILISER,MICROTUBULE DESTABILISER,UNMAPPED,unmapped
rawtok_MICROTUBULE_ASSOCIATED_SERINE_THREONINE_PROTEIN_KINASE_1,MICROTUBULE-ASSOCIATED SERINE/THREONINE-PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE 11,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_12,MITOGEN-ACTIVATED PROTEIN KINASE 12,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_13,MITOGEN-ACTIVATED PROTEIN KINASE 13,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_15,MITOGEN-ACTIVATED PROTEIN KINASE 15,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_7,MITOGEN-ACTIVATED PROTEIN KINASE 7,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 1,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_13,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 13,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MKNK1,MKNK1,UNMAPPED,unmapped
rawtok_MKNK2,MKNK2,UNMAPPED,unmapped
rawtok_MMP1,MMP1,UNMAPPED,unmapped
rawtok_MMP14,MMP14,UNMAPPED,unmapped
rawtok_MMP16,MMP16,UNMAPPED,unmapped
rawtok_MMP25,MMP25,UNMAPPED,unmapped
rawtok_MMP3,MMP3,UNMAPPED,unmapped
rawtok_MPS1,MPS1,UNMAPPED,unmapped
rawtok_MT_ND1,MT-ND1,UNMAPPED,unmapped
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M1,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,UNMAPPED,unmapped
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M3,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,UNMAPPED,unmapped
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M5,MUSCARINIC ACETYLCHOLINE RECEPTOR M5,UNMAPPED,unmapped
rawtok_MUSCLE_SKELETAL_RECEPTOR_TYROSINE_PROTEIN_KINASE,"MUSCLE, SKELETAL RECEPTOR TYROSINE-PROTEIN KINASE",UNMAPPED,unmapped
rawtok_MYOSIN_IIIB,MYOSIN-IIIB,UNMAPPED,unmapped
rawtok_NFKB2,NFKB2,UNMAPPED,unmapped
rawtok_NFKBIA,NFKBIA,UNMAPPED,unmapped
rawtok_NHP2L1,NHP2L1,UNMAPPED,unmapped
rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TNK1,NON-RECEPTOR TYROSINE-PROTEIN KINASE TNK1,UNMAPPED,unmapped
rawtok_NOT_DEFINED,NOT DEFINED,UNMAPPED,unmapped
rawtok_NQO2,NQO2,UNMAPPED,unmapped
rawtok_NR1I3,NR1I3,UNMAPPED,unmapped
rawtok_NUAK_FAMILY_SNF1_LIKE_KINASE_1,NUAK FAMILY SNF1-LIKE KINASE 1,UNMAPPED,unmapped
rawtok_P38,P38,JNK_P38_STRESS_MAPK,mapped
rawtok_PAH,PAH,UNMAPPED,unmapped
rawtok_PAIRED_BOX_PROTEIN_PAX_8,PAIRED BOX PROTEIN PAX-8,UNMAPPED,unmapped
rawtok_PDE4A,PDE4A,UNMAPPED,unmapped
rawtok_PERIPHERAL_PLASMA_MEMBRANE_PROTEIN_CASK,PERIPHERAL PLASMA MEMBRANE PROTEIN CASK,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_GAMMA,PHOSPHATIDYLINOSITOL 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT GAMMA,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_3_KINASE_CATALYTIC_SUBUNIT_TYPE_3,PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT TYPE 3,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_A,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT ALPHA,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_5_KINASE_TYPE_1_ALPHA,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 5-KINASE TYPE-1 ALPHA,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_GAMMA,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 GAMMA,UNMAPPED,unmapped
rawtok_PI3_KINASE_CLASS_I_INHIBITOR,PI3-KINASE CLASS I INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_PI3K_BETA_SPARING,PI3K (BETA SPARING),PI3K_AKT_MTOR,mapped
rawtok_PIM2,PIM2,UNMAPPED,unmapped
rawtok_PPARD,PPARD,UNMAPPED,unmapped
rawtok_PPAT,PPAT,UNMAPPED,unmapped
rawtok_PREP,PREP,UNMAPPED,unmapped
rawtok_PRKCB,PRKCB,UNMAPPED,unmapped
rawtok_PRKCD,PRKCD,UNMAPPED,unmapped
rawtok_PRKG1,PRKG1,UNMAPPED,unmapped
rawtok_PROTEASOME,PROTEASOME,PROTEOSTASIS,mapped
rawtok_PROTEIN_KINASE_C_EPSILON_TYPE,PROTEIN KINASE C EPSILON TYPE,UNMAPPED,unmapped
rawtok_PROTEIN_KINASE_C_THETA_TYPE,PROTEIN KINASE C THETA TYPE,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP11,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP11,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP15,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP15,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP8,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP8,UNMAPPED,unmapped
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_ROS,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ROS,UNMAPPED,unmapped
rawtok_PSMA1,PSMA1,UNMAPPED,unmapped
rawtok_PSMA2,PSMA2,UNMAPPED,unmapped
rawtok_PSMA3,PSMA3,UNMAPPED,unmapped
rawtok_PSMA4,PSMA4,UNMAPPED,unmapped
rawtok_PSMA5,PSMA5,UNMAPPED,unmapped
rawtok_PSMA6,PSMA6,UNMAPPED,unmapped
rawtok_PSMA7,PSMA7,UNMAPPED,unmapped
rawtok_PSMA8,PSMA8,UNMAPPED,unmapped
rawtok_PSMB10,PSMB10,UNMAPPED,unmapped
rawtok_PSMB11,PSMB11,UNMAPPED,unmapped
rawtok_PSMB2,PSMB2,UNMAPPED,unmapped
rawtok_PSMB3,PSMB3,UNMAPPED,unmapped
rawtok_PSMB4,PSMB4,UNMAPPED,unmapped
rawtok_PSMB5,PSMB5,UNMAPPED,unmapped
rawtok_PSMB6,PSMB6,UNMAPPED,unmapped
rawtok_PSMB7,PSMB7,UNMAPPED,unmapped
rawtok_PSMB8,PSMB8,UNMAPPED,unmapped
rawtok_PSMB9,PSMB9,UNMAPPED,unmapped
rawtok_PTK2B,PTK2B,UNMAPPED,unmapped
rawtok_PYGL,PYGL,UNMAPPED,unmapped
rawtok_RAC_BETA_SERINE_THREONINE_PROTEIN_KINASE,RAC-BETA SERINE/THREONINE-PROTEIN KINASE,UNMAPPED,unmapped
rawtok_RAC_GAMMA_SERINE_THREONINE_PROTEIN_KINASE,RAC-GAMMA SERINE/THREONINE-PROTEIN KINASE,UNMAPPED,unmapped
rawtok_RAF,RAF,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_3,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 3,UNMAPPED,unmapped
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_4,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 4,UNMAPPED,unmapped
rawtok_REN,REN,UNMAPPED,unmapped
rawtok_RHO_ASSOCIATED_PROTEIN_KINASE_1,RHO-ASSOCIATED PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_RHODOPSIN_KINASE_GRK7,RHODOPSIN KINASE GRK7,UNMAPPED,unmapped
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_1,RIBOSOMAL PROTEIN S6 KINASE ALPHA-1,UNMAPPED,unmapped
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_2,RIBOSOMAL PROTEIN S6 KINASE ALPHA-2,UNMAPPED,unmapped
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_BETA_1,RIBOSOMAL PROTEIN S6 KINASE BETA-1,UNMAPPED,unmapped
rawtok_RIBOSYLDIHYDRONICOTINAMIDE_DEHYDROGENASE_QUINONE,RIBOSYLDIHYDRONICOTINAMIDE DEHYDROGENASE [QUINONE],UNMAPPED,unmapped
rawtok_RIPK2,RIPK2,UNMAPPED,unmapped
rawtok_RPL10L,RPL10L,UNMAPPED,unmapped
rawtok_RPL11,RPL11,UNMAPPED,unmapped
rawtok_RPL13A,RPL13A,UNMAPPED,unmapped
rawtok_RPL15,RPL15,UNMAPPED,unmapped
rawtok_RPL19,RPL19,UNMAPPED,unmapped
rawtok_RPL23,RPL23,UNMAPPED,unmapped
rawtok_RPL23A,RPL23A,UNMAPPED,unmapped
rawtok_RPL26L1,RPL26L1,UNMAPPED,unmapped
rawtok_RPL37,RPL37,UNMAPPED,unmapped
rawtok_RPL8,RPL8,UNMAPPED,unmapped
rawtok_RPS6KA1,RPS6KA1,UNMAPPED,unmapped
rawtok_RPS6KA3,RPS6KA3,UNMAPPED,unmapped
rawtok_RPS6KA6,RPS6KA6,UNMAPPED,unmapped
rawtok_RSK,RSK,UNMAPPED,unmapped
rawtok_RSK2,RSK2,UNMAPPED,unmapped
rawtok_RSL24D1,RSL24D1,UNMAPPED,unmapped
rawtok_RXRA,RXRA,UNMAPPED,unmapped
rawtok_RXRB,RXRB,UNMAPPED,unmapped
rawtok_RXRG,RXRG,UNMAPPED,unmapped
rawtok_SELP,SELP,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_17B,SERINE/THREONINE-PROTEIN KINASE 17B,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_24,SERINE/THREONINE-PROTEIN KINASE 24,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_25,SERINE/THREONINE-PROTEIN KINASE 25,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_32A,SERINE/THREONINE-PROTEIN KINASE 32A,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_33,SERINE/THREONINE-PROTEIN KINASE 33,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ATR,SERINE/THREONINE-PROTEIN KINASE ATR,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_BRSK1,SERINE/THREONINE-PROTEIN KINASE BRSK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D1,SERINE/THREONINE-PROTEIN KINASE D1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ICK,SERINE/THREONINE-PROTEIN KINASE ICK,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_ALPHA,SERINE/THREONINE-PROTEIN KINASE MRCK ALPHA,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_GAMMA,SERINE/THREONINE-PROTEIN KINASE MRCK GAMMA,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK11,SERINE/THREONINE-PROTEIN KINASE NEK11,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NIM1,SERINE/THREONINE-PROTEIN KINASE NIM1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_OSR1,SERINE/THREONINE-PROTEIN KINASE OSR1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_2,SERINE/THREONINE-PROTEIN KINASE PAK 2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_3,SERINE/THREONINE-PROTEIN KINASE PAK 3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK2,SERINE/THREONINE-PROTEIN KINASE PLK2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SGK3,SERINE/THREONINE-PROTEIN KINASE SGK3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TBK1,SERINE/THREONINE-PROTEIN KINASE TBK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TOUSLED_LIKE_1,SERINE/THREONINE-PROTEIN KINASE TOUSLED-LIKE 1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TOUSLED_LIKE_2,SERINE/THREONINE-PROTEIN KINASE TOUSLED-LIKE 2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ENDORIBONUCLEASE_IRE2,SERINE/THREONINE-PROTEIN KINASE/ENDORIBONUCLEASE IRE2,UNMAPPED,unmapped
rawtok_SIGMAR1,SIGMAR1,UNMAPPED,unmapped
rawtok_SLC12A3,SLC12A3,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC18A2,SLC18A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC22A6,SLC22A6,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC29A4,SLC29A4,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC47A1,SLC47A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC5A1,SLC5A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC5A8,SLC5A8,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC6A1,SLC6A1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLCO1B1,SLCO1B1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLCO1B3,SLCO1B3,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SMARCA2,SMARCA2,CHROMATIN_EPIGENETIC,mapped
rawtok_SMARCA4,SMARCA4,CHROMATIN_EPIGENETIC,mapped
rawtok_SODIUM_DEPENDENT_SEROTONIN_TRANSPORTER,SODIUM-DEPENDENT SEROTONIN TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SPHK1,SPHK1,UNMAPPED,unmapped
rawtok_SRSF_PROTEIN_KINASE_1,SRSF PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_STE20_SPS1_RELATED_PROLINE_ALANINE_RICH_PROTEIN_KINASE,STE20/SPS1-RELATED PROLINE-ALANINE-RICH PROTEIN KINASE,UNMAPPED,unmapped
rawtok_STEROID_HORMONE_RECEPTOR_ERR1,STEROID HORMONE RECEPTOR ERR1,UNMAPPED,unmapped
rawtok_SUBSTANCE_K_RECEPTOR,SUBSTANCE-K RECEPTOR,UNMAPPED,unmapped
rawtok_SUBSTANCE_P_RECEPTOR,SUBSTANCE-P RECEPTOR,UNMAPPED,unmapped
rawtok_TBXAS1,TBXAS1,UNMAPPED,unmapped
rawtok_TESTIS_SPECIFIC_SERINE_THREONINE_PROTEIN_KINASE_1,TESTIS-SPECIFIC SERINE/THREONINE-PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_TGF_BETA_RECEPTOR_TYPE_2,TGF-BETA RECEPTOR TYPE-2,UNMAPPED,unmapped
rawtok_TGFB1,TGFB1,UNMAPPED,unmapped
rawtok_TLR7,TLR7,UNMAPPED,unmapped
rawtok_TLR8,TLR8,UNMAPPED,unmapped
rawtok_TNKS,TNKS,UNMAPPED,unmapped
rawtok_TOP1MT,TOP1MT,UNMAPPED,unmapped
rawtok_TOP2,TOP2,UNMAPPED,unmapped
rawtok_TRHR,TRHR,UNMAPPED,unmapped
rawtok_TRPM4,TRPM4,UNMAPPED,unmapped
rawtok_TRPM5,TRPM5,UNMAPPED,unmapped
rawtok_TRPM8,TRPM8,UNMAPPED,unmapped
rawtok_TRPV4,TRPV4,UNMAPPED,unmapped
rawtok_TTK,TTK,UNMAPPED,unmapped
rawtok_TTK_AND_MICROTUBULES,TTK AND MICROTUBULES,UNMAPPED,unmapped
rawtok_TUBA8,TUBA8,UNMAPPED,unmapped
rawtok_TUMOR_NECROSIS_FACTOR,TUMOR NECROSIS FACTOR,UNMAPPED,unmapped
rawtok_TYMP,TYMP,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET_INHIBITOR,TYROSINE-PROTEIN KINASE RECEPTOR RET INHIBITOR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped
rawtok_TYROSINE_PROTEIN_KINASE_ZAP_70,TYROSINE-PROTEIN KINASE ZAP-70,UNMAPPED,unmapped
rawtok_USP1,USP1,UNMAPPED,unmapped
rawtok_USP14,USP14,UNMAPPED,unmapped
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_INHIBITOR,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,UNMAPPED,unmapped
rawtok_VEGFR1,VEGFR1,UNMAPPED,unmapped
rawtok_VKORC1,VKORC1,UNMAPPED,unmapped
rawtok_WEE1_LIKE_PROTEIN_KINASE,WEE1-LIKE PROTEIN KINASE,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_WEE1_LIKE_PROTEIN_KINASE_2,WEE1-LIKE PROTEIN KINASE 2,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_XDH,XDH,UNMAPPED,unmapped
rawtok_2,2,UNMAPPED,unmapped
rawtok_2_PARP5A,2 (PARP5A,UNMAPPED,unmapped
rawtok_2_INHIBITOR,2 INHIBITOR,UNMAPPED,unmapped
rawtok_3_BETA_HYDROXYSTEROID_DELTA_8_DELTA_7_ISOMERASE,"3-BETA-HYDROXYSTEROID-DELTA(8),DELTA(7)-ISOMERASE",UNMAPPED,unmapped
rawtok_3_PHOSPHOINOSITIDE_DEPENDENT_PROTEIN_KINASE_1,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA_2,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT ALPHA-2,UNMAPPED,unmapped
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_6,5-HYDROXYTRYPTAMINE RECEPTOR 6,UNMAPPED,unmapped
rawtok_AARF_DOMAIN_CONTAINING_PROTEIN_KINASE_1,AARF DOMAIN-CONTAINING PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_ABAT,ABAT,UNMAPPED,unmapped
rawtok_ABCB1,ABCB1,UNMAPPED,unmapped
rawtok_ABCB11,ABCB11,ION_CHANNEL_TRANSPORTER,mapped
rawtok_ABCG2,ABCG2,UNMAPPED,unmapped
rawtok_ABL2,ABL2,UNMAPPED,unmapped
rawtok_ACACB,ACACB,UNMAPPED,unmapped
rawtok_ACAN,ACAN,UNMAPPED,unmapped
rawtok_ACAT1,ACAT1,UNMAPPED,unmapped
rawtok_ACKR3,ACKR3,UNMAPPED,unmapped
rawtok_ACTB,ACTB,UNMAPPED,unmapped
rawtok_ACTIVIN_RECEPTOR_TYPE_1_LIKE,ACTIVIN RECEPTOR TYPE-1-LIKE,UNMAPPED,unmapped
rawtok_ACTIVIN_RECEPTOR_TYPE_2A,ACTIVIN RECEPTOR TYPE-2A,UNMAPPED,unmapped
rawtok_ACVR1B,ACVR1B,UNMAPPED,unmapped
rawtok_ACY1,ACY1,UNMAPPED,unmapped
rawtok_ACYL_COA_DEHYDROGENASE_FAMILY_MEMBER_10,ACYL-COA DEHYDROGENASE FAMILY MEMBER 10,UNMAPPED,unmapped
rawtok_ADAMTS5,ADAMTS5,UNMAPPED,unmapped
rawtok_ADCY2,ADCY2,UNMAPPED,unmapped
rawtok_ADCY5,ADCY5,UNMAPPED,unmapped
rawtok_ADENOSINE_KINASE,ADENOSINE KINASE,UNMAPPED,unmapped
rawtok_ADENOSINE_RECEPTOR_A2A,ADENOSINE RECEPTOR A2A,UNMAPPED,unmapped
rawtok_ADENOSINE_RECEPTOR_A2B,ADENOSINE RECEPTOR A2B,UNMAPPED,unmapped
rawtok_AGER,AGER,UNMAPPED,unmapped
rawtok_AGTR2,AGTR2,UNMAPPED,unmapped
rawtok_AHCY,AHCY,UNMAPPED,unmapped
rawtok_AKR1A1,AKR1A1,UNMAPPED,unmapped
rawtok_AKR1C1,AKR1C1,UNMAPPED,unmapped
rawtok_ALB,ALB,UNMAPPED,unmapped
rawtok_ALBUMIN,ALBUMIN,UNMAPPED,unmapped
rawtok_ALDEHYDE_OXIDASE,ALDEHYDE OXIDASE,UNMAPPED,unmapped
rawtok_ALK5,ALK5,UNMAPPED,unmapped
rawtok_ALKYLATING_AGENT,ALKYLATING AGENT,UNMAPPED,unmapped
rawtok_ALPHA_1D_ADRENERGIC_RECEPTOR,ALPHA-1D ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_ALPHA_2C_ADRENERGIC_RECEPTOR,ALPHA-2C ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_AMD1,AMD1,UNMAPPED,unmapped
rawtok_AMPK_AGONIST,AMPK AGONIST,UNMAPPED,unmapped
rawtok_AMYLOID_BETA20,AMYLOID BETA20,UNMAPPED,unmapped
rawtok_AMYLOID_BETA40,AMYLOID BETA40,UNMAPPED,unmapped
rawtok_ANG,ANG,UNMAPPED,unmapped
rawtok_ANPEP,ANPEP,UNMAPPED,unmapped
rawtok_ANTI_METABOLITE,ANTI-METABOLITE,UNMAPPED,unmapped
rawtok_ANTIMETABOLITE_DNA_RNA,ANTIMETABOLITE (DNA & RNA),UNMAPPED,unmapped
rawtok_AOC3,AOC3,UNMAPPED,unmapped
rawtok_AOX1,AOX1,UNMAPPED,unmapped
rawtok_APOPTOSIS_REGULATOR_BCL_2_INHIBITOR,APOPTOSIS REGULATOR BCL-2 INHIBITOR,APOPTOSIS_BCL2,mapped
rawtok_APOPTOSIS_REGULATOR_BCL_W_INHIBITOR,APOPTOSIS REGULATOR BCL-W INHIBITOR,APOPTOSIS_BCL2,mapped
rawtok_APOPTOSIS_REGULATOR_BCL_X_INHIBITOR,APOPTOSIS REGULATOR BCL-X INHIBITOR,APOPTOSIS_BCL2,mapped
rawtok_AQP1,AQP1,UNMAPPED,unmapped
rawtok_ARAF,ARAF,UNMAPPED,unmapped
rawtok_ARF1,ARF1,UNMAPPED,unmapped
rawtok_ARFGAP1,ARFGAP1,UNMAPPED,unmapped
rawtok_ARG1,ARG1,UNMAPPED,unmapped
rawtok_ARG2,ARG2,UNMAPPED,unmapped
rawtok_ASIC3,ASIC3,UNMAPPED,unmapped
rawtok_ASPARTYL_ASPARAGINYL_BETA_HYDROXYLASE,ASPARTYL/ASPARAGINYL BETA-HYDROXYLASE,UNMAPPED,unmapped
rawtok_ATIC,ATIC,UNMAPPED,unmapped
rawtok_ATP_BINDING_CASSETTE_SUB_FAMILY_C_MEMBER_4,ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 4,UNMAPPED,unmapped
rawtok_ATP5A1,ATP5A1,UNMAPPED,unmapped
rawtok_ATP6V1A,ATP6V1A,UNMAPPED,unmapped
rawtok_AUTOPHAGY_INDUCER,AUTOPHAGY INDUCER,UNMAPPED,unmapped
rawtok_AVPR1A,AVPR1A,UNMAPPED,unmapped
rawtok_AVPR1B,AVPR1B,UNMAPPED,unmapped
rawtok_AVPR2,AVPR2,UNMAPPED,unmapped
rawtok_B2_BRADYKININ_RECEPTOR,B2 BRADYKININ RECEPTOR,UNMAPPED,unmapped
